Type;Days for shipping (real);Days for shipment (scheduled);Benefit per order;Sales per customer;Delivery Status;Late_delivery_risk;Category Id;Category Name;Customer City;Customer Country;Customer Email;Customer Fname;Customer Id;Customer Lname;Customer Password;Customer Segment;Customer State;Customer Street;Customer Zipcode;Department Id;Department Name;Latitude;Longitude;Market;Order City;Order Country;Order Customer Id;order date (DateOrders);Order Id;Order Item Cardprod Id;Order Item Discount;Order Item Discount Rate;Order Item Id;Order Item Product Price;Order Item Profit Ratio;Order Item Quantity;Sales;Order Item Total;Order Profit Per Order;Order Region;Order State;Order Status;Order Zipcode;Product Card Id;Product Category Id;Product Description;Product Image;Product Name;Product Price;Product Status;shipping date (DateOrders);Shipping Mode
DEBIT;3;2;-14.25;1.104.899.979;Late delivery;1;18;Men's Footwear;Yauco;Puerto Rico;XXXXXXXXX;Christopher;11733;Chan;XXXXXXXXX;Corporate;PR;9660 Dewy Leaf Freeway;698;4;Apparel;1.803.334.045;-6.685.192.108;LATAM;Buenos Aires;Argentina;11733;3/30/2017 0:25;56107;403;19.5;0.150000006;140322;1.299.900.055;-0.129999995;1;1.299.900.055;1.104.899.979;-14.25;South America;Buenos Aires;COMPLETE;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;4/2/2017 00:25;Second Class
DEBIT;3;2;4.095.000.076;1.091.900.024;Late delivery;1;18;Men's Footwear;Caguas;Puerto Rico;XXXXXXXXX;Mary;10707;Hansen;XXXXXXXXX;Corporate;PR;2143 Colonial Cloud Dale;725;4;Apparel;1.820.159.912;-6.637.052.918;LATAM;Rosario;Argentina;10707;5/7/2015 05:04;8647;403;2.079.999.924;0.159999996;21589;1.299.900.055;0.379999995;1;1.299.900.055;1.091.900.024;4.095.000.076;South America;Santa Fe;COMPLETE;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;5/10/2015 05:04;Second Class
DEBIT;3;2;3.647.000.122;1.078.899.994;Late delivery;1;18;Men's Footwear;Caguas;Puerto Rico;XXXXXXXXX;Mary;10707;Hansen;XXXXXXXXX;Corporate;PR;2143 Colonial Cloud Dale;725;4;Apparel;1.820.159.912;-6.637.052.918;LATAM;Rosario;Argentina;10707;5/7/2015 05:04;8647;403;2.210.000.038;0.170000002;21588;1.299.900.055;0.340000004;1;1.299.900.055;1.078.899.994;3.647.000.122;South America;Santa Fe;COMPLETE;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;5/10/2015 05:04;Second Class
DEBIT;3;2;-4.751.700.134;296.980.011;Late delivery;1;43;Camping & Hiking;Caguas;Puerto Rico;XXXXXXXXX;Mary;10707;Hansen;XXXXXXXXX;Corporate;PR;2143 Colonial Cloud Dale;725;7;Fan Shop;1.820.159.912;-6.637.052.918;LATAM;Rosario;Argentina;10707;5/7/2015 05:04;8647;957;3;0.01;21587;299.980.011;-1.600.000.024;1;299.980.011;296.980.011;-4.751.700.134;South America;Santa Fe;COMPLETE;;957;43;;http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014;Diamondback Women's Serene Classic Comfort Bi;299.980.011;0;5/10/2015 05:04;Second Class
DEBIT;3;2;-1.648.999.939;97;Late delivery;1;24;Women's Apparel;Caguas;Puerto Rico;XXXXXXXXX;Mary;10707;Hansen;XXXXXXXXX;Corporate;PR;2143 Colonial Cloud Dale;725;5;Golf;1.820.159.912;-6.637.052.918;LATAM;Rosario;Argentina;10707;5/7/2015 05:04;8647;502;3;0.029999999;21586;50;-1.700.000.048;2;100;97;-1.648.999.939;South America;Santa Fe;COMPLETE;;502;24;;http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo;Nike Men's Dri-FIT Victory Golf Polo;50;0;5/10/2015 05:04;Second Class
DEBIT;4;2;7.358.000.183;1.599.600.067;Late delivery;1;29;Shop By Sport;Caguas;Puerto Rico;XXXXXXXXX;Brenda;10490;Ramirez;XXXXXXXXX;Corporate;PR;4850 Sunny Willow Passage;725;5;Golf;1.820.340.729;-6.637.051.392;LATAM;Córdoba;Argentina;10490;3/20/2017 11:18;55453;627;0;0;138693;3.999.000.168;0.460000008;4;1.599.600.067;1.599.600.067;7.358.000.183;South America;Córdoba;COMPLETE;;627;29;;http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe;Under Armour Girls' Toddler Spine Surge Runni;3.999.000.168;0;3/24/2017 11:18;Second Class
DEBIT;4;2;4.318.000.031;8.995.999.908;Late delivery;1;40;Accessories;Caguas;Puerto Rico;XXXXXXXXX;Brenda;10490;Ramirez;XXXXXXXXX;Corporate;PR;4850 Sunny Willow Passage;725;6;Outdoors;1.820.340.729;-6.637.051.392;LATAM;Córdoba;Argentina;10490;3/20/2017 11:18;55453;897;10;0.100000001;138691;2.498.999.977;0.479999989;4;9.995.999.908;8.995.999.908;4.318.000.031;South America;Córdoba;COMPLETE;;897;40;;http://images.acmesports.sports/Team+Golf+New+England+Patriots+Putter+Grip;Team Golf New England Patriots Putter Grip;2.498.999.977;0;3/24/2017 11:18;Second Class
DEBIT;4;2;3.259.999.847;200;Late delivery;1;24;Women's Apparel;Caguas;Puerto Rico;XXXXXXXXX;Brenda;10490;Ramirez;XXXXXXXXX;Corporate;PR;4850 Sunny Willow Passage;725;5;Golf;1.820.340.729;-6.637.051.392;LATAM;Córdoba;Argentina;10490;3/20/2017 11:18;55453;502;50;0.200000003;138692;50;0.159999996;5;250;200;3.259.999.847;South America;Córdoba;COMPLETE;;502;24;;http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo;Nike Men's Dri-FIT Victory Golf Polo;50;0;3/24/2017 11:18;Second Class
DEBIT;4;4;818.999.958;1.299.900.055;Shipping on time;0;18;Men's Footwear;Caguas;Puerto Rico;XXXXXXXXX;Mary;5216;Pitts;XXXXXXXXX;Corporate;PR;2459 Old Pine Boulevard;725;4;Apparel;1.823.713.303;-6.637.050.629;LATAM;La Plata;Argentina;5216;6/1/2017 00:31;60423;403;0;0;151206;1.299.900.055;0.059999999;1;1.299.900.055;1.299.900.055;818.999.958;South America;Buenos Aires (provincia);COMPLETE;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;6/5/2017 00:31;Standard Class
DEBIT;4;4;43.5;1.286.900.024;Shipping on time;0;18;Men's Footwear;Caguas;Puerto Rico;XXXXXXXXX;Mary;5216;Pitts;XXXXXXXXX;Corporate;PR;2459 Old Pine Boulevard;725;4;Apparel;1.823.713.303;-6.637.050.629;LATAM;La Plata;Argentina;5216;6/1/2017 00:31;60423;403;1.299.999.952;0.01;151204;1.299.900.055;0.340000004;1;1.299.900.055;1.286.900.024;43.5;South America;Buenos Aires (provincia);COMPLETE;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;6/5/2017 00:31;Standard Class
DEBIT;4;4;3.506.000.137;1.208.899.994;Shipping on time;0;18;Men's Footwear;Caguas;Puerto Rico;XXXXXXXXX;Mary;9549;Byrd;XXXXXXXXX;Corporate;PR;2744 Quiet Cider Lane;725;4;Apparel;182.278.347;-6.637.055.206;LATAM;Avellaneda;Argentina;9549;3/22/2015 9:20;5508;403;9.100.000.381;0.07;13742;1.299.900.055;0.289999992;1;1.299.900.055;1.208.899.994;3.506.000.137;South America;Santa Fe;COMPLETE;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;3/26/2015 9:20;Standard Class
DEBIT;2;4;1.418.999.958;5.459.000.015;Advance shipping;0;17;Cleats;Caguas;Puerto Rico;XXXXXXXXX;Christopher;7596;Mejia;XXXXXXXXX;Corporate;PR;7130 Velvet Jetty;725;4;Apparel;1.829.733.658;-6.637.056.732;LATAM;Buenos Aires;Argentina;7596;2/26/2015 1:19;3841;365;5.400.000.095;0.090000004;9548;5.999.000.168;0.25999999;1;5.999.000.168;5.459.000.015;1.418.999.958;South America;Buenos Aires;COMPLETE;;365;17;;http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck;Perfect Fitness Perfect Rip Deck;5.999.000.168;0;2/28/2015 1:19;Standard Class
DEBIT;6;4;20.25;5.399.000.168;Late delivery;1;17;Cleats;Caguas;Puerto Rico;XXXXXXXXX;Evelyn;5296;Jefferson;XXXXXXXXX;Corporate;PR;4743 Rustic Glade;725;4;Apparel;1.820.264.435;-6.637.059.021;LATAM;Buenos Aires;Argentina;5296;4/1/2015 08:16;6190;365;6;0.100000001;15477;5.999.000.168;0.379999995;1;5.999.000.168;5.399.000.168;20.25;South America;Buenos Aires;COMPLETE;;365;17;;http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck;Perfect Fitness Perfect Rip Deck;5.999.000.168;0;4/7/2015 08:16;Standard Class
DEBIT;5;4;-3.549.000.168;1.091.900.024;Late delivery;1;18;Men's Footwear;Caguas;Puerto Rico;XXXXXXXXX;Mary;8553;English;XXXXXXXXX;Corporate;PR;6161 Hidden Bluff Trace;725;4;Apparel;1.826.452.065;-6.637.049.866;LATAM;Buenos Aires;Argentina;8553;2/14/2015 17:06;3064;403;2.079.999.924;0.159999996;7610;1.299.900.055;-0.330000013;1;1.299.900.055;1.091.900.024;-3.549.000.168;South America;Buenos Aires;COMPLETE;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;2/19/2015 17:06;Standard Class
DEBIT;5;4;-4.386.999.893;9.748.999.786;Late delivery;1;18;Men's Footwear;Caguas;Puerto Rico;XXXXXXXXX;Beverly;3731;Smith;XXXXXXXXX;Corporate;PR;610 Pleasant Shadow Heights;725;4;Apparel;1.820.736.504;-663.705.368;LATAM;La Plata;Argentina;3731;6/1/2017 00:52;60424;403;32.5;0.25;151207;1.299.900.055;-0.449999988;1;1.299.900.055;9.748.999.786;-4.386.999.893;South America;Buenos Aires (provincia);COMPLETE;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;6/6/2017 00:52;Standard Class
DEBIT;4;4;2.242.000.008;9.748.999.786;Shipping on time;0;18;Men's Footwear;Caguas;Puerto Rico;XXXXXXXXX;Edward;9690;Mccoy;XXXXXXXXX;Corporate;PR;742 High Lake Farm;725;4;Apparel;1.825.218.201;-6.637.059.021;LATAM;La Plata;Argentina;9690;5/14/2015 7:20;9133;403;32.5;0.25;22784;1.299.900.055;0.230000004;1;1.299.900.055;9.748.999.786;2.242.000.008;South America;Buenos Aires (provincia);COMPLETE;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;5/18/2015 7:20;Standard Class
DEBIT;2;4;1.732.999.992;49.5;Advance shipping;0;24;Women's Apparel;San Sebastian;Puerto Rico;XXXXXXXXX;Mary;6559;Dyer;XXXXXXXXX;Corporate;PR;9193 High Log Boulevard;685;5;Golf;1.833.710.861;-6.699.221.802;LATAM;Buenos Aires;Argentina;6559;2/7/2015 17:38;2586;502;0.5;0.01;6472;50;0.349999994;1;50;49.5;1.732.999.992;South America;Buenos Aires;COMPLETE;;502;24;;http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo;Nike Men's Dri-FIT Victory Golf Polo;50;0;2/9/2015 17:38;Standard Class
DEBIT;4;4;1.439.900.055;299.980.011;Shipping on time;0;43;Camping & Hiking;Caguas;Puerto Rico;XXXXXXXXX;Edward;2664;Klein;XXXXXXXXX;Corporate;PR;5087 Foggy Nectar Campus;725;7;Fan Shop;1.823.269.844;-6.637.052.918;LATAM;Buenos Aires;Argentina;2664;5/19/2017 12:58;59568;957;0;0;149091;299.980.011;0.479999989;1;299.980.011;299.980.011;1.439.900.055;South America;Buenos Aires;COMPLETE;;957;43;;http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014;Diamondback Women's Serene Classic Comfort Bi;299.980.011;0;5/23/2017 12:58;Standard Class
DEBIT;4;4;1.530.000.019;2.549.799.957;Shipping on time;0;43;Camping & Hiking;Caguas;Puerto Rico;XXXXXXXXX;Mary;5216;Pitts;XXXXXXXXX;Corporate;PR;2459 Old Pine Boulevard;725;7;Fan Shop;1.823.713.303;-6.637.050.629;LATAM;La Plata;Argentina;5216;6/1/2017 00:31;60423;957;45;0.150000006;151205;299.980.011;0.059999999;1;299.980.011;2.549.799.957;1.530.000.019;South America;Buenos Aires (provincia);COMPLETE;;957;43;;http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014;Diamondback Women's Serene Classic Comfort Bi;299.980.011;0;6/5/2017 00:31;Standard Class
DEBIT;6;4;-260.769.989;339.980.011;Late delivery;1;45;Fishing;Caguas;Puerto Rico;XXXXXXXXX;Evelyn;5296;Jefferson;XXXXXXXXX;Corporate;PR;4743 Rustic Glade;725;7;Fan Shop;1.820.264.435;-6.637.059.021;LATAM;Buenos Aires;Argentina;5296;4/1/2015 08:16;6190;1004;60;0.150000006;15478;399.980.011;-0.769999981;1;399.980.011;339.980.011;-260.769.989;South America;Buenos Aires;COMPLETE;;1004;45;;http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe;Field & Stream Sportsman 16 Gun Fire Safe;399.980.011;0;4/7/2015 08:16;Standard Class
DEBIT;4;4;8.819.000.244;2.519.799.957;Shipping on time;0;43;Camping & Hiking;Manati;Puerto Rico;XXXXXXXXX;Mary;4666;Smith;XXXXXXXXX;Corporate;PR;340 Velvet Barn Gate;674;7;Fan Shop;1.843.013.001;-6.648.731.232;LATAM;Paraná;Argentina;4666;1/5/2015 22:03;338;957;48;0.159999996;842;299.980.011;0.349999994;1;299.980.011;2.519.799.957;8.819.000.244;South America;Entre Ríos;COMPLETE;;957;43;;http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014;Diamondback Women's Serene Classic Comfort Bi;299.980.011;0;1/9/2015 22:03;Standard Class
DEBIT;4;4;2.489.999.962;2.489.799.957;Shipping on time;0;43;Camping & Hiking;Caguas;Puerto Rico;XXXXXXXXX;Mary;9549;Byrd;XXXXXXXXX;Corporate;PR;2744 Quiet Cider Lane;725;7;Fan Shop;182.278.347;-6.637.055.206;LATAM;Avellaneda;Argentina;9549;3/22/2015 9:20;5508;957;51;0.170000002;13744;299.980.011;0.100000001;1;299.980.011;2.489.799.957;2.489.999.962;South America;Santa Fe;COMPLETE;;957;43;;http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014;Diamondback Women's Serene Classic Comfort Bi;299.980.011;0;3/26/2015 9:20;Standard Class
DEBIT;3;4;3.429.999.924;9.798.999.786;Advance shipping;0;9;Cardio Equipment;Caguas;Puerto Rico;XXXXXXXXX;Andrew;3667;Hinton;XXXXXXXXX;Corporate;PR;9009 Umber Log Island;725;3;Footwear;1.825.724.983;-6.637.059.784;LATAM;Buenos Aires;Argentina;3667;1/28/2015 19:45;1907;191;2;0.02;4766;9.998.999.786;0.349999994;1;9.998.999.786;9.798.999.786;3.429.999.924;South America;Buenos Aires;ON_HOLD;;191;9;;http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe;Nike Men's Free 5.0+ Running Shoe;9.998.999.786;0;1/31/2015 19:45;Standard Class
DEBIT;2;1;1.072.999.954;9.498.999.786;Late delivery;1;9;Cardio Equipment;Elyria;EE. UU.;XXXXXXXXX;Mary;11874;Smith;XXXXXXXXX;Consumer;OH;9468 Quaking Green;44035;3;Footwear;4.135.353.088;-8.221.324.921;LATAM;Posadas;Argentina;11874;6/11/2017 20:28;61165;191;5;0.050000001;152991;9.998.999.786;0.109999999;1;9.998.999.786;9.498.999.786;1.072.999.954;South America;Misiones;COMPLETE;;191;9;;http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe;Nike Men's Free 5.0+ Running Shoe;9.998.999.786;0;6/13/2017 20:28;First Class
DEBIT;2;1;9.649.999.619;1.286.900.024;Late delivery;1;18;Men's Footwear;Hamilton;EE. UU.;XXXXXXXXX;Kathy;5707;Sampson;XXXXXXXXX;Consumer;OH;2056 Misty Grove Rise;45011;4;Apparel;393.985.405;-8.455.661.774;LATAM;Resistencia;Argentina;5707;2/28/2015 19:53;4031;403;1.299.999.952;0.01;10026;1.299.900.055;0.079999998;1;1.299.900.055;1.286.900.024;9.649.999.619;South America;Chaco;COMPLETE;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;3/2/2015 19:53;First Class
DEBIT;2;1;-3.312.099.915;1.273.899.994;Late delivery;1;18;Men's Footwear;Hamilton;EE. UU.;XXXXXXXXX;Kathy;5707;Sampson;XXXXXXXXX;Consumer;OH;2056 Misty Grove Rise;45011;4;Apparel;393.985.405;-8.455.661.774;LATAM;Resistencia;Argentina;5707;2/28/2015 19:53;4031;403;2.599.999.905;0.02;10024;1.299.900.055;-2.599.999.905;1;1.299.900.055;1.273.899.994;-3.312.099.915;South America;Chaco;COMPLETE;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;3/2/2015 19:53;First Class
DEBIT;2;1;1.368.000.031;5.699.000.168;Late delivery;1;17;Cleats;Elyria;EE. UU.;XXXXXXXXX;Mary;11874;Smith;XXXXXXXXX;Consumer;OH;9468 Quaking Green;44035;4;Apparel;4.135.353.088;-8.221.324.921;LATAM;Posadas;Argentina;11874;6/11/2017 20:28;61165;365;3;0.050000001;152992;5.999.000.168;0.239999995;1;5.999.000.168;5.699.000.168;1.368.000.031;South America;Misiones;COMPLETE;;365;17;;http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck;Perfect Fitness Perfect Rip Deck;5.999.000.168;0;6/13/2017 20:28;First Class
DEBIT;2;1;3.458.000.183;1.234.899.979;Late delivery;1;18;Men's Footwear;Mesa;EE. UU.;XXXXXXXXX;Mary;5457;Conrad;XXXXXXXXX;Consumer;AZ;5131 Hazy Dale Parade;85204;4;Apparel;3.341.001.129;-1.117.717.972;LATAM;Buenos Aires;Argentina;5457;3/21/2017 17:47;55540;403;6.5;0.050000001;138908;1.299.900.055;0.280000001;1;1.299.900.055;1.234.899.979;3.458.000.183;South America;Buenos Aires;COMPLETE;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;3/23/2017 17:47;First Class
DEBIT;2;1;52;1.039.899.979;Late delivery;1;18;Men's Footwear;New Castle;EE. UU.;XXXXXXXXX;Madison;5227;Mcfarland;XXXXXXXXX;Consumer;DE;2186 Easy Creek Key;19720;4;Apparel;3.966.024.399;-7.562.874.603;LATAM;Santa Fe;Argentina;5227;5/16/2017 16:18;59372;403;26;0.200000003;148636;1.299.900.055;0.5;1;1.299.900.055;1.039.899.979;52;South America;Santa Fe;COMPLETE;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;5/18/2017 16:18;First Class
DEBIT;2;1;4.679.999.924;9.748.999.786;Late delivery;1;18;Men's Footwear;New Castle;EE. UU.;XXXXXXXXX;Madison;5227;Mcfarland;XXXXXXXXX;Consumer;DE;2186 Easy Creek Key;19720;4;Apparel;3.966.024.399;-7.562.874.603;LATAM;Santa Fe;Argentina;5227;5/16/2017 16:18;59372;403;32.5;0.25;148635;1.299.900.055;0.479999989;1;1.299.900.055;9.748.999.786;4.679.999.924;South America;Santa Fe;COMPLETE;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;5/18/2017 16:18;First Class
DEBIT;2;1;9.5;50;Late delivery;1;24;Women's Apparel;South San Francisco;EE. UU.;XXXXXXXXX;Louis;4643;Smith;XXXXXXXXX;Consumer;CA;9015 Round Lagoon Square;94080;5;Golf;3.765.774.155;-1.224.140.701;LATAM;San Juan;Argentina;4643;2/1/2015 20:27;2183;502;0;0;5462;50;0.189999998;1;50;50;9.5;South America;San Juan;COMPLETE;;502;24;;http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo;Nike Men's Dri-FIT Victory Golf Polo;50;0;2/3/2015 20:27;First Class
DEBIT;2;1;1.229.899.979;299.980.011;Late delivery;1;43;Camping & Hiking;Mesa;EE. UU.;XXXXXXXXX;Mary;5457;Conrad;XXXXXXXXX;Consumer;AZ;5131 Hazy Dale Parade;85204;7;Fan Shop;3.341.001.129;-1.117.717.972;LATAM;Buenos Aires;Argentina;5457;3/21/2017 17:47;55540;957;0;0;138909;299.980.011;0.409999996;1;299.980.011;299.980.011;1.229.899.979;South America;Buenos Aires;COMPLETE;;957;43;;http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014;Diamondback Women's Serene Classic Comfort Bi;299.980.011;0;3/23/2017 17:47;First Class
DEBIT;2;1;-319.980.011;399.980.011;Late delivery;1;45;Fishing;North Hollywood;EE. UU.;XXXXXXXXX;Mary;8441;Lara;XXXXXXXXX;Consumer;CA;1315 Honey Rabbit Link;91605;7;Fan Shop;3.417.395.783;-1.183.494.263;LATAM;Buenos Aires;Argentina;8441;1/12/2015 00:30;756;1004;0;0;1860;399.980.011;-0.800000012;1;399.980.011;399.980.011;-319.980.011;South America;Buenos Aires;COMPLETE;;1004;45;;http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe;Field & Stream Sportsman 16 Gun Fire Safe;399.980.011;0;1/14/2015 0:30;First Class
DEBIT;2;1;49.5;395.980.011;Late delivery;1;45;Fishing;North Hollywood;EE. UU.;XXXXXXXXX;Mary;8441;Lara;XXXXXXXXX;Consumer;CA;1315 Honey Rabbit Link;91605;7;Fan Shop;3.417.395.783;-1.183.494.263;LATAM;Buenos Aires;Argentina;8441;1/12/2015 00:30;756;1004;4;0.01;1859;399.980.011;0.129999995;1;399.980.011;395.980.011;49.5;South America;Buenos Aires;COMPLETE;;1004;45;;http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe;Field & Stream Sportsman 16 Gun Fire Safe;399.980.011;0;1/14/2015 0:30;First Class
DEBIT;2;1;3.220.000.076;284.980.011;Late delivery;1;43;Camping & Hiking;South San Francisco;EE. UU.;XXXXXXXXX;Louis;4643;Smith;XXXXXXXXX;Consumer;CA;9015 Round Lagoon Square;94080;7;Fan Shop;3.765.774.155;-1.224.140.701;LATAM;San Juan;Argentina;4643;2/1/2015 20:27;2183;957;15;0.050000001;5461;299.980.011;0.109999999;1;299.980.011;284.980.011;3.220.000.076;South America;San Juan;COMPLETE;;957;43;;http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014;Diamondback Women's Serene Classic Comfort Bi;299.980.011;0;2/3/2015 20:27;First Class
DEBIT;2;1;4.233.000.183;2.489.799.957;Late delivery;1;43;Camping & Hiking;West Covina;EE. UU.;XXXXXXXXX;Jeffrey;10385;Smith;XXXXXXXXX;Consumer;CA;5319 Fallen Wagon  Pike;91790;7;Fan Shop;3.406.787.491;-1.179.273.758;LATAM;Buenos Aires;Argentina;10385;3/4/2017 10:16;54354;957;51;0.170000002;135925;299.980.011;0.170000002;1;299.980.011;2.489.799.957;4.233.000.183;South America;Buenos Aires;COMPLETE;;957;43;;http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014;Diamondback Women's Serene Classic Comfort Bi;299.980.011;0;3/6/2017 10:16;First Class
DEBIT;2;1;521.999.979;5.218.999.863;Late delivery;1;17;Cleats;East Brunswick;EE. UU.;XXXXXXXXX;Lauren;10281;Smith;XXXXXXXXX;Consumer;NJ;2770 Hidden Villas;8816;4;Apparel;4.041.255.188;-7.441.832.733;LATAM;San Justo;Argentina;10281;3/2/2017 17:38;54238;365;7.800.000.191;0.129999995;135605;5.999.000.168;0.100000001;1;5.999.000.168;5.218.999.863;521.999.979;South America;Santa Fe;ON_HOLD;;365;17;;http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck;Perfect Fitness Perfect Rip Deck;5.999.000.168;0;3/4/2017 17:38;First Class
DEBIT;2;1;199.000.001;4.979.000.092;Late delivery;1;17;Cleats;Milwaukee;EE. UU.;XXXXXXXXX;Ashley;4839;Smith;XXXXXXXXX;Consumer;WI;2027 Thunder Creek Thicket;53215;4;Apparel;4.301.760.483;-879.546.051;LATAM;La Plata;Argentina;4839;3/5/2017 07:38;54415;365;1.019.999.981;0.170000002;136079;5.999.000.168;0.039999999;1;5.999.000.168;4.979.000.092;199.000.001;South America;Buenos Aires (provincia);ON_HOLD;;365;17;;http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck;Perfect Fitness Perfect Rip Deck;5.999.000.168;0;3/7/2017 07:38;First Class
DEBIT;2;1;1.476.000.023;3.279.000.092;Late delivery;1;29;Shop By Sport;Philadelphia;EE. UU.;XXXXXXXXX;Christopher;2403;Hall;XXXXXXXXX;Consumer;PA;6887 Clear Fawn Byway;19131;5;Golf;4.002.083.588;-7.503.966.522;LATAM;La Plata;Argentina;2403;3/5/2017 07:17;54414;627;7.199.999.809;0.180000007;136074;3.999.000.168;0.449999988;1;3.999.000.168;3.279.000.092;1.476.000.023;South America;Buenos Aires (provincia);ON_HOLD;;627;29;;http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe;Under Armour Girls' Toddler Spine Surge Runni;3.999.000.168;0;3/7/2017 07:17;First Class
DEBIT;2;1;4.679.999.828;4.679.000.092;Late delivery;1;37;Electronics;Philadelphia;EE. UU.;XXXXXXXXX;Christopher;2403;Hall;XXXXXXXXX;Consumer;PA;6887 Clear Fawn Byway;19131;6;Outdoors;4.002.083.588;-7.503.966.522;LATAM;La Plata;Argentina;2403;3/5/2017 07:17;54414;821;5.199.999.809;0.100000001;136078;5.199.000.168;0.100000001;1;5.199.000.168;4.679.000.092;4.679.999.828;South America;Buenos Aires (provincia);ON_HOLD;;821;37;;http://images.acmesports.sports/Titleist+Pro+V1+High+Numbers+Personalized+Golf+Balls;Titleist Pro V1 High Numbers Personalized Gol;5.199.000.168;0;3/7/2017 07:17;First Class
DEBIT;2;1;1.078.000.031;296.980.011;Late delivery;1;43;Camping & Hiking;Philadelphia;EE. UU.;XXXXXXXXX;Christopher;2403;Hall;XXXXXXXXX;Consumer;PA;6887 Clear Fawn Byway;19131;7;Fan Shop;4.002.083.588;-7.503.966.522;LATAM;La Plata;Argentina;2403;3/5/2017 07:17;54414;957;3;0.01;136076;299.980.011;0.360000014;1;299.980.011;296.980.011;1.078.000.031;South America;Buenos Aires (provincia);ON_HOLD;;957;43;;http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014;Diamondback Women's Serene Classic Comfort Bi;299.980.011;0;3/7/2017 07:17;First Class
